name	Px	Py	Pz	Ox	Oy	Oz	Units
PL7(Y)	-6.047832e-02	-3.779468e-02	8.280639e-02	7.658201e-01	-1.328985e-01	6.291721e-01	m
PL7(Z)	-6.047832e-02	-3.779468e-02	8.280639e-02	6.393099e-01	2.627870e-01	-7.226519e-01	m
PL8(X)	-8.022980e-02	-4.114417e-02	5.505888e-02	-2.193871e-01	9.160175e-01	3.358292e-01	m
PL8(Y)	-8.022980e-02	-4.114417e-02	5.505888e-02	-3.850751e-01	2.349710e-01	-8.924718e-01	m
PL8(Z)	-8.022980e-02	-4.114417e-02	5.505888e-02	8.964299e-01	3.251160e-01	-3.011860e-01	m
PL9(X)	-3.288114e-02	-6.431614e-02	8.621826e-02	-1.616330e-01	7.899181e-01	5.915270e-01	m
PL9(Y)	-3.288114e-02	-6.431614e-02	8.621826e-02	-9.487048e-01	4.066688e-02	-3.135368e-01	m
PL9(Z)	-3.288114e-02	-6.431614e-02	8.621826e-02	2.717239e-01	6.118628e-01	-7.428257e-01	m
OL1(X)	-5.941764e-02	-6.754095e-02	5.868956e-02	4.712290e-01	-6.854580e-01	-5.550590e-01	m
OL1(Y)	-5.941764e-02	-6.754095e-02	5.868956e-02	6.232470e-01	-1.865191e-01	7.594563e-01	m
OL1(Z)	-5.941764e-02	-6.754095e-02	5.868956e-02	6.241050e-01	7.038160e-01	-3.393170e-01	m
OL2(X)	-7.512683e-02	-5.626785e-02	2.496068e-02	4.936522e-01	-8.268253e-01	-2.695691e-01	m
OL2(Y)	-7.512683e-02	-5.626785e-02	2.496068e-02	9.062580e-02	-2.593743e-01	9.615154e-01	m
OL2(Z)	-7.512683e-02	-5.626785e-02	2.496068e-02	8.649245e-01	4.990843e-01	5.310903e-02	m
OL3(X)	-3.117687e-02	-8.676614e-02	5.688567e-02	-3.515809e-01	4.981699e-01	7.926018e-01	m
OL3(Y)	-3.117687e-02	-8.676614e-02	5.688567e-02	-8.898194e-01	8.524102e-02	-4.482806e-01	m
OL3(Z)	-3.117687e-02	-8.676614e-02	5.688567e-02	2.908821e-01	8.628793e-01	-4.133121e-01	m
OL4(X)	-5.296256e-02	-8.311742e-02	2.612719e-02	6.388539e-01	-6.242959e-01	-4.495779e-01	m
OL4(Y)	-5.296256e-02	-8.311742e-02	2.612719e-02	4.365522e-01	-1.870080e-01	8.800285e-01	m
OL4(Z)	-5.296256e-02	-8.311742e-02	2.612719e-02	6.334729e-01	7.584739e-01	-1.530670e-01	m
OL5(X)	-6.564582e-02	-6.891920e-02	-6.363962e-03	-5.979767e-01	7.941316e-01	1.085300e-01	m
OL5(Y)	-6.564582e-02	-6.891920e-02	-6.363962e-03	6.903059e-02	1.859298e-01	-9.801351e-01	m
OL5(Z)	-6.564582e-02	-6.891920e-02	-6.363962e-03	7.985352e-01	5.786062e-01	1.660011e-01	m
OL6(X)	-2.246126e-02	-9.847696e-02	2.277543e-02	5.457248e-01	-1.744729e-01	-8.195997e-01	m
OL6(Y)	-2.246126e-02	-9.847696e-02	2.277543e-02	8.182862e-01	-9.976310e-02	5.660874e-01	m
OL6(Z)	-2.246126e-02	-9.847696e-02	2.277543e-02	1.805330e-01	9.795950e-01	-8.832600e-02	m
OL7(X)	-3.753913e-02	-9.207960e-02	-7.400307e-03	9.086922e-01	-4.093551e-01	-8.189602e-02	m
OL7(Y)	-3.753913e-02	-9.207960e-02	-7.400307e-03	8.531474e-03	-1.779233e-01	9.840074e-01	m
OL7(Z)	-3.753913e-02	-9.207960e-02	-7.400307e-03	4.173801e-01	8.948583e-01	1.581850e-01	m
TL1(X)	-7.860088e-02	3.543699e-02	5.404178e-03	3.420718e-01	9.270395e-01	1.535729e-01	m
TL1(Y)	-7.860088e-02	3.543699e-02	5.404178e-03	2.717816e-02	1.536031e-01	-9.877588e-01	m
TL1(Z)	-7.860088e-02	3.543699e-02	5.404178e-03	9.392808e-01	-3.420579e-01	-2.734799e-02	m
TL2(X)	-8.286863e-02	1.329976e-02	3.567270e-02	-2.339130e-01	-9.566729e-01	-1.733830e-01	m
TL2(Y)	-8.286863e-02	1.329976e-02	3.567270e-02	1.533111e-01	-2.123928e-01	9.650829e-01	m
TL2(Z)	-8.286863e-02	1.329976e-02	3.567270e-02	9.600939e-01	-1.991640e-01	-1.963500e-01	m
TL3(X)	-8.907978e-02	6.143901e-04	1.475459e-03	1.273400e-01	9.828569e-01	1.333300e-01	m
TL3(Y)	-8.907978e-02	6.143901e-04	1.475459e-03	-3.757306e-02	1.391079e-01	-9.895642e-01	m
TL3(Z)	-8.907978e-02	6.143901e-04	1.475459e-03	9.911471e-01	-1.210020e-01	-5.464301e-02	m
TL4(X)	-8.601326e-02	-2.160974e-02	2.882275e-02	5.780901e-02	-9.632312e-01	-2.623810e-01	m
TL4(Y)	-8.601326e-02	-2.160974e-02	2.882275e-02	1.271763e-02	-2.620887e-01	9.649600e-01	m
TL4(Z)	-8.601326e-02	-2.160974e-02	2.882275e-02	9.982467e-01	5.911998e-02	2.900999e-03	m
TL5(X)	-8.165643e-02	-3.616944e-02	-4.459933e-03	-3.310930e-01	9.329539e-01	1.413310e-01	m
TL5(Y)	-8.165643e-02	-3.616944e-02	-4.459933e-03	2.986700e-02	1.600654e-01	-9.866545e-01	m
TL5(Z)	-8.165643e-02	-3.616944e-02	-4.459933e-03	9.431254e-01	3.224531e-01	8.086103e-02	m
FR1(X)	3.654087e-02	9.563501e-02	2.490052e-02	8.691286e-01	-4.935068e-01	3.265898e-02	m
FR1(Y)	3.654087e-02	9.563501e-02	2.490052e-02	1.280325e-01	1.607163e-01	-9.786613e-01	m
FR1(Z)	3.654087e-02	9.563501e-02	2.490052e-02	-4.777270e-01	-8.547640e-01	-2.028680e-01	m
FR2(X)	6.446468e-02	6.789483e-02	1.276187e-02	5.034591e-01	-8.574382e-01	-1.064360e-01	m
FR2(Y)	6.446468e-02	6.789483e-02	1.276187e-02	4.045330e-02	1.464444e-01	-9.883914e-01	m
FR2(Z)	6.446468e-02	6.789483e-02	1.276187e-02	-8.630716e-01	-4.933088e-01	-1.084150e-01	m
FR3(X)	3.008322e-02	8.443108e-02	5.876390e-02	6.007152e-01	-6.636492e-01	4.457701e-01	m
FR3(Y)	3.008322e-02	8.443108e-02	5.876390e-02	6.854832e-01	1.406349e-01	-7.143770e-01	m
FR3(Z)	3.008322e-02	8.443108e-02	5.876390e-02	-4.114050e-01	-7.347050e-01	-5.394020e-01	m
FR4(X)	5.511208e-02	7.337671e-02	4.252131e-02	-6.286922e-01	7.771952e-01	2.671601e-02	m
FR4(Y)	5.511208e-02	7.337671e-02	4.252131e-02	-2.033467e-01	-1.974573e-01	9.589894e-01	m
FR4(Z)	5.511208e-02	7.337671e-02	4.252131e-02	-7.505969e-01	-5.974769e-01	-2.821800e-01	m
FR5(X)	1.820228e-02	6.152631e-02	8.587636e-02	-1.854610e-01	8.486482e-01	-4.953791e-01	m
FR5(Y)	1.820228e-02	6.152631e-02	8.587636e-02	-9.607375e-01	-5.072599e-02	2.727827e-01	m
FR5(Z)	1.820228e-02	6.152631e-02	8.587636e-02	-2.063679e-01	-5.265199e-01	-8.247358e-01	m
FR6(X)	5.128392e-02	5.595199e-02	7.076456e-02	4.762101e-01	-8.718711e-01	1.143010e-01	m
FR6(Y)	5.128392e-02	5.595199e-02	7.076456e-02	5.454201e-01	1.909111e-01	-8.161310e-01	m
FR6(Z)	5.128392e-02	5.595199e-02	7.076456e-02	-6.897398e-01	-4.509919e-01	-5.664498e-01	m
FR7(X)	7.122841e-02	4.463280e-02	3.998269e-02	-4.016999e-01	9.031327e-01	1.516199e-01	m
FR7(Y)	7.122841e-02	4.463280e-02	3.998269e-02	-1.237871e-01	-2.175951e-01	9.681576e-01	m
FR7(Z)	7.122841e-02	4.463280e-02	3.998269e-02	-9.073665e-01	-3.701402e-01	-1.992041e-01	m
PR1(X)	3.867487e-02	3.215815e-02	9.283539e-02	-2.893320e-01	9.396620e-01	-1.825440e-01	m
PR1(Y)	3.867487e-02	3.215815e-02	9.283539e-02	-8.153133e-01	-1.419948e-01	5.613391e-01	m
PR1(Z)	3.867487e-02	3.215815e-02	9.283539e-02	-5.015488e-01	-3.112439e-01	-8.072026e-01	m
PR2(X)	6.654353e-02	2.351821e-02	6.899355e-02	3.040889e-01	-9.522897e-01	-2.596799e-02	m
PR2(Y)	6.654353e-02	2.351821e-02	6.899355e-02	5.228123e-01	1.896096e-01	-8.310929e-01	m
PR2(Z)	6.654353e-02	2.351821e-02	6.899355e-02	-7.963649e-01	-2.391500e-01	-5.555269e-01	m
PR3(X)	2.392884e-02	6.161191e-03	1.063906e-01	1.041790e-01	-9.735433e-01	2.033721e-01	m
PR3(Y)	2.392884e-02	6.161191e-03	1.063906e-01	9.660653e-01	5.046028e-02	-2.533213e-01	m
PR3(Z)	2.392884e-02	6.161191e-03	1.063906e-01	-2.363571e-01	-2.228611e-01	-9.457633e-01	m
PR4(X)	5.522796e-02	-2.156074e-03	9.187879e-02	-2.364760e-01	9.716271e-01	-4.465000e-03	m
PR4(Y)	5.522796e-02	-2.156074e-03	9.187879e-02	-7.296492e-01	-1.745448e-01	6.611703e-01	m
PR4(Z)	5.522796e-02	-2.156074e-03	9.187879e-02	-6.416316e-01	-1.596089e-01	-7.502225e-01	m
PR5(X)	7.919085e-02	-8.652586e-03	6.475260e-02	2.309980e-01	-9.638969e-01	-1.324490e-01	m
PR5(Y)	7.919085e-02	-8.652586e-03	6.475260e-02	4.246358e-01	2.223596e-01	-8.776335e-01	m
PR5(Z)	7.919085e-02	-8.652586e-03	6.475260e-02	-8.753995e-01	-1.464889e-01	-4.606698e-01	m
PR6(X)	3.234285e-02	-3.157263e-02	1.021926e-01	-3.575400e-02	-9.521470e-01	-3.035420e-01	m
PR6(Y)	3.234285e-02	-3.157263e-02	1.021926e-01	9.402440e-01	7.086695e-02	-3.330453e-01	m
PR6(Z)	3.234285e-02	-3.157263e-02	1.021926e-01	-3.386192e-01	2.973121e-01	-8.927164e-01	m
PR7(X)	6.049041e-02	-3.779426e-02	8.279810e-02	6.902900e-02	9.556960e-01	2.861470e-01	m
PR7(Y)	6.049041e-02	-3.779426e-02	8.279810e-02	-7.653363e-01	-1.332559e-01	6.296851e-01	m
PR7(Z)	6.049041e-02	-3.779426e-02	8.279810e-02	-6.399183e-01	2.624651e-01	-7.222303e-01	m
PR8(X)	8.025958e-02	-4.115257e-02	5.503073e-02	-2.213051e-01	-9.154493e-01	-3.361201e-01	m
PR8(Y)	8.025958e-02	-4.115257e-02	5.503073e-02	3.873276e-01	2.338037e-01	-8.918033e-01	m
PR8(Z)	8.025958e-02	-4.115257e-02	5.503073e-02	-8.949869e-01	3.275489e-01	-3.028370e-01	m
PR9(X)	3.293656e-02	-6.430345e-02	8.627155e-02	-1.616281e-01	-7.910393e-01	-5.900282e-01	m
PR9(Y)	3.293656e-02	-6.430345e-02	8.627155e-02	9.474708e-01	4.282804e-02	-3.169620e-01	m
PR9(Z)	3.293656e-02	-6.430345e-02	8.627155e-02	-2.759992e-01	6.102643e-01	-7.425644e-01	m
OR1(X)	5.944499e-02	-6.751712e-02	5.867149e-02	4.714170e-01	6.859630e-01	5.542750e-01	m
OR1(Y)	5.944499e-02	-6.751712e-02	5.867149e-02	-6.215209e-01	-1.874802e-01	7.606333e-01	m
OR1(Z)	5.944499e-02	-6.751712e-02	5.867149e-02	-6.256819e-01	7.030689e-01	-3.379590e-01	m
OR2(X)	7.511967e-02	-5.626596e-02	2.497692e-02	4.914361e-01	8.280121e-01	2.699750e-01	m
OR2(Y)	7.511967e-02	-5.626596e-02	2.497692e-02	-9.177995e-02	-2.590263e-01	9.614998e-01	m
OR2(Z)	7.511967e-02	-5.626596e-02	2.497692e-02	-8.660641e-01	4.972940e-01	5.130000e-02	m
OR3(X)	3.125849e-02	-8.673430e-02	5.688513e-02	-3.488040e-01	-5.060730e-01	-7.888130e-01	m
OR3(Y)	3.125849e-02	-8.673430e-02	5.688513e-02	8.900263e-01	8.478726e-02	-4.479557e-01	m
OR3(Z)	3.125849e-02	-8.673430e-02	5.688513e-02	-2.935799e-01	8.583126e-01	-4.208448e-01	m
OR4(X)	5.298068e-02	-8.310929e-02	2.611318e-02	6.397948e-01	6.238158e-01	4.489059e-01	m
OR4(Y)	5.298068e-02	-8.310929e-02	2.611318e-02	-4.350296e-01	-1.875642e-01	8.806639e-01	m
OR4(Z)	5.298068e-02	-8.310929e-02	2.611318e-02	-6.335711e-01	7.587311e-01	-1.513760e-01	m
OR5(X)	6.555365e-02	-6.883142e-02	-6.373184e-03	-5.974120e-01	-7.949240e-01	-1.058050e-01	m
OR5(Y)	6.555365e-02	-6.883142e-02	-6.373184e-03	-7.700803e-02	1.881942e-01	-9.791081e-01	m
OR5(Z)	6.555365e-02	-6.883142e-02	-6.373184e-03	-7.982287e-01	5.767828e-01	1.736449e-01	m
OR6(X)	2.247263e-02	-9.849842e-02	2.274496e-02	5.467918e-01	1.703309e-01	8.197598e-01	m
OR6(Y)	2.247263e-02	-9.849842e-02	2.274496e-02	-8.180792e-01	-9.972856e-02	5.663926e-01	m
OR6(Z)	2.247263e-02	-9.849842e-02	2.274496e-02	-1.782280e-01	9.803272e-01	-8.481401e-02	m
OR8(X)	3.752686e-02	-9.198311e-02	-7.422607e-03	9.070489e-01	4.148940e-01	7.159099e-02	m
OR8(Y)	3.752686e-02	-9.198311e-02	-7.422607e-03	4.916030e-03	-1.804648e-01	9.835692e-01	m
OR8(Z)	3.752686e-02	-9.198311e-02	-7.422607e-03	-4.209971e-01	8.917932e-01	1.657300e-01	m
TR1(X)	7.864191e-02	3.545747e-02	5.403834e-03	3.428089e-01	-9.267068e-01	-1.539370e-01	m
TR1(Y)	7.864191e-02	3.545747e-02	5.403834e-03	-2.785719e-02	1.537661e-01	-9.877145e-01	m
TR1(Z)	7.864191e-02	3.545747e-02	5.403834e-03	-9.389919e-01	-3.428860e-01	-2.689700e-02	m
TR2(X)	8.286828e-02	1.330140e-02	3.566509e-02	-2.302919e-01	9.574996e-01	1.736669e-01	m
TR2(Y)	8.286828e-02	1.330140e-02	3.566509e-02	-1.541683e-01	-2.121085e-01	9.650089e-01	m
TR2(Z)	8.286828e-02	1.330140e-02	3.566509e-02	-9.608318e-01	-1.954600e-01	-1.964630e-01	m
TR3(X)	8.905722e-02	6.109121e-04	1.415631e-03	1.252840e-01	-9.825133e-01	-1.377370e-01	m
TR3(Y)	8.905722e-02	6.109121e-04	1.415631e-03	2.748441e-02	1.422147e-01	-9.894542e-01	m
TR3(Z)	8.905722e-02	6.109121e-04	1.415631e-03	-9.917402e-01	-1.201770e-01	-4.482101e-02	m
TR4(X)	8.602651e-02	-2.160725e-02	2.884175e-02	5.747302e-02	9.632423e-01	2.624141e-01	m
TR4(Y)	8.602651e-02	-2.160725e-02	2.884175e-02	-1.286728e-02	-2.621120e-01	9.649517e-01	m
TR4(Z)	8.602651e-02	-2.160725e-02	2.884175e-02	-9.982641e-01	5.883501e-02	2.670000e-03	m
TR5(X)	8.158121e-02	-3.614870e-02	-4.483938e-03	-3.323489e-01	-9.325468e-01	-1.410700e-01	m
TR5(Y)	8.158121e-02	-3.614870e-02	-4.483938e-03	-3.391345e-02	1.612914e-01	-9.863240e-01	m
TR5(Z)	8.158121e-02	-3.614870e-02	-4.483938e-03	-9.425465e-01	3.230198e-01	8.523095e-02	m
FC1(X)	-1.324600e-05	1.037373e-01	3.230934e-02	1.040800e-02	2.184691e-01	-9.757884e-01	m
FC1(Y)	-1.324600e-05	1.037373e-01	3.230934e-02	-9.999458e-01	1.973377e-03	-1.022385e-02	m
FC1(Z)	-1.324600e-05	1.037373e-01	3.230934e-02	3.079999e-04	-9.758418e-01	-2.184780e-01	m
FC2(X)	-6.997400e-05	8.697543e-02	6.636435e-02	1.758000e-03	6.034590e-01	-7.973921e-01	m
FC2(Y)	-6.997400e-05	8.697543e-02	6.636435e-02	-9.999982e-01	4.644316e-04	-1.853206e-03	m
FC2(Z)	-6.997400e-05	8.697543e-02	6.636435e-02	7.479998e-04	-7.973938e-01	-6.034588e-01	m
PC1(X)	2.547000e-06	3.360552e-02	1.025666e-01	8.099999e-04	9.471459e-01	-3.208020e-01	m
PC1(Y)	2.547000e-06	3.360552e-02	1.025666e-01	-9.999993e-01	4.938649e-04	-1.066818e-03	m
PC1(Z)	2.547000e-06	3.360552e-02	1.025666e-01	8.519999e-04	-3.208020e-01	-9.471459e-01	m
PC2(X)	8.508000e-06	-1.846332e-02	1.100947e-01	-3.299998e-05	9.962075e-01	8.700896e-02	m
PC2(Y)	8.508000e-06	-1.846332e-02	1.100947e-01	-1.000000e+00	-3.844340e-05	6.088596e-05	m
PC2(Z)	8.508000e-06	-1.846332e-02	1.100947e-01	-6.399997e-05	8.700896e-02	-9.962075e-01	m
PC3(X)	-2.103900e-05	-5.311022e-02	9.956906e-02	-3.800001e-05	8.733802e-01	4.870391e-01	m
PC3(Y)	-2.103900e-05	-5.311022e-02	9.956906e-02	-9.999998e-01	3.067648e-04	-6.281268e-04	m
PC3(Z)	-2.103900e-05	-5.311022e-02	9.956906e-02	6.980000e-04	4.870390e-01	-8.733800e-01	m
OC1(X)	-6.545998e-06	-7.879488e-02	7.665010e-02	3.710001e-04	6.135971e-01	7.896192e-01	m
OC1(Y)	-6.545998e-06	-7.879488e-02	7.665010e-02	-9.999994e-01	-5.540790e-04	9.004102e-04	m
OC1(Z)	-6.545998e-06	-7.879488e-02	7.665010e-02	-9.900004e-04	7.896193e-01	-6.135962e-01	m
OC2(X)	9.526000e-06	-9.471501e-02	4.627302e-02	1.530000e-04	2.935590e-01	9.559409e-01	m
OC2(Y)	9.526000e-06	-9.471501e-02	4.627302e-02	-1.000000e+00	-6.788650e-05	1.808989e-04	m
OC2(Z)	9.526000e-06	-9.471501e-02	4.627302e-02	-1.180000e-04	9.559410e-01	-2.935590e-01	m
OC3(X)	1.591001e-06	-9.879733e-02	-5.266833e-03	1.993900e-02	-1.535160e-01	9.879450e-01	m
OC3(Y)	1.591001e-06	-9.879733e-02	-5.266833e-03	-9.998008e-01	-3.981710e-03	1.955956e-02	m
OC3(Z)	1.591001e-06	-9.879733e-02	-5.266833e-03	-9.310001e-04	9.881381e-01	1.535650e-01	m
