Name	Px	Py	Pz	Ox	Oy	Oz	Layx	Layy
PL5 Y	-0.079186	-0.0086124	0.064676	-0.41663	0.22575	-0.8806	-0.25145	0.017425
PL5 Z	-0.079186	-0.0086124	0.064676	0.87986	-0.14348	-0.45306	-0.25145	0.017425
PL6 X	-0.032332	-0.031558	0.1022	-0.036134	0.95153	0.30543	-0.085195	-0.034596
PL6 Y	-0.032332	-0.031558	0.1022	-0.93985	0.071528	-0.33403	-0.085195	-0.034596
PL6 Z	-0.032332	-0.031558	0.1022	0.33968	0.29913	-0.89171	-0.085195	-0.034596
PL7 X	-0.060478	-0.037795	0.082806	0.069299	-0.95566	-0.28621	-0.1725	-0.061476
PL7 Y	-0.060478	-0.037795	0.082806	0.76582	-0.1329	0.62917	-0.1725	-0.061476
PL7 Z	-0.060478	-0.037795	0.082806	0.63931	0.26279	-0.72265	-0.1725	-0.061476
PL8 X	-0.08023	-0.041144	0.055059	-0.21939	0.91602	0.33583	-0.2582	-0.086643
PL8 Y	-0.08023	-0.041144	0.055059	-0.38508	0.23497	-0.89247	-0.2582	-0.086643
PL8 Z	-0.08023	-0.041144	0.055059	0.89643	0.32512	-0.30119	-0.2582	-0.086643
PL9 X	-0.032881	-0.064316	0.086218	-0.16163	0.78992	0.59153	-0.092061	-0.13056
PL9 Y	-0.032881	-0.064316	0.086218	-0.9487	0.040667	-0.31354	-0.092061	-0.13056
PL9 Z	-0.032881	-0.064316	0.086218	0.27172	0.61186	-0.74283	-0.092061	-0.13056
OL1 X	-0.059418	-0.067541	0.05869	0.47123	-0.68546	-0.55506	-0.18686	-0.1648
OL1 Y	-0.059418	-0.067541	0.05869	0.62325	-0.18652	0.75946	-0.18686	-0.1648
OL1 Z	-0.059418	-0.067541	0.05869	0.6241	0.70382	-0.33932	-0.18686	-0.1648
OL2 X	-0.075127	-0.056268	0.024961	0.49365	-0.82683	-0.26957	-0.29677	-0.17848
OL2 Y	-0.075127	-0.056268	0.024961	0.090626	-0.25937	0.96152	-0.29677	-0.17848
OL2 Z	-0.075127	-0.056268	0.024961	0.86492	0.49908	0.053109	-0.29677	-0.17848
OL3 X	-0.031177	-0.086766	0.056886	-0.35158	0.49817	0.7926	-0.099108	-0.22768
OL3 Y	-0.031177	-0.086766	0.056886	-0.88982	0.085241	-0.44828	-0.099108	-0.22768
OL3 Z	-0.031177	-0.086766	0.056886	0.29088	0.86288	-0.41331	-0.099108	-0.22768
OL4 X	-0.052963	-0.083117	0.026127	0.63885	-0.6243	-0.44958	-0.2001	-0.27321
OL4 Y	-0.052963	-0.083117	0.026127	0.43655	-0.18701	0.88003	-0.2001	-0.27321
OL4 Z	-0.052963	-0.083117	0.026127	0.63347	0.75847	-0.15307	-0.2001	-0.27321
OL5 X	-0.065646	-0.068919	-0.006364	-0.59798	0.79413	0.10853	-0.32095	-0.29886
OL5 Y	-0.065646	-0.068919	-0.006364	0.069031	0.18593	-0.98014	-0.32095	-0.29886
OL5 Z	-0.065646	-0.068919	-0.006364	0.79854	0.57861	0.166	-0.32095	-0.29886
OL6 X	-0.022461	-0.098477	0.022775	0.54572	-0.17447	-0.8196	-0.087175	-0.33164
OL6 Y	-0.022461	-0.098477	0.022775	0.81829	-0.099763	0.56609	-0.087175	-0.33164
OL6 Z	-0.022461	-0.098477	0.022775	0.18053	0.97959	-0.088326	-0.087175	-0.33164
OL7 X	-0.037539	-0.09208	-0.0074003	0.90869	-0.40936	-0.081896	-0.17753	-0.39408
OL7 Y	-0.037539	-0.09208	-0.0074003	0.0085315	-0.17792	0.98401	-0.17753	-0.39408
OL7 Z	-0.037539	-0.09208	-0.0074003	0.41738	0.89486	0.15819	-0.17753	-0.39408
TL1 X	-0.078601	0.035437	0.0054042	0.34207	0.92704	0.15357	-0.39569	0.23298
TL1 Y	-0.078601	0.035437	0.0054042	0.027178	0.1536	-0.98776	-0.39569	0.23298
TL1 Z	-0.078601	0.035437	0.0054042	0.93928	-0.34206	-0.027348	-0.39569	0.23298
TL2 X	-0.082869	0.0133	0.035673	-0.23391	-0.95667	-0.17338	-0.32968	0.10231
TL2 Y	-0.082869	0.0133	0.035673	0.15331	-0.21239	0.96508	-0.32968	0.10231
TL2 Z	-0.082869	0.0133	0.035673	0.96009	-0.19916	-0.19635	-0.32968	0.10231
TL3 X	-0.08908	0.00061439	0.0014755	0.12734	0.98286	0.13333	-0.45	0.049389
TL3 Y	-0.08908	0.00061439	0.0014755	-0.037573	0.13911	-0.98956	-0.45	0.049389
TL3 Z	-0.08908	0.00061439	0.0014755	0.99115	-0.121	-0.054643	-0.45	0.049389
TL4 X	-0.086013	-0.02161	0.028823	0.057809	-0.96323	-0.26238	-0.34515	-0.042655
TL4 Y	-0.086013	-0.02161	0.028823	0.012718	-0.26209	0.96496	-0.34515	-0.042655
TL4 Z	-0.086013	-0.02161	0.028823	0.99825	0.05912	0.002901	-0.34515	-0.042655
TL5 X	-0.081656	-0.036169	-0.0044599	-0.33109	0.93295	0.14133	-0.42648	-0.14417
TL5 Y	-0.081656	-0.036169	-0.0044599	0.029867	0.16007	-0.98665	-0.42648	-0.14417
TL5 Z	-0.081656	-0.036169	-0.0044599	0.94313	0.32245	0.080861	-0.42648	-0.14417
FR1 X	0.036541	0.095635	0.024901	0.86913	-0.49351	0.032659	0.13407	0.4142
FR1 Y	0.036541	0.095635	0.024901	0.12803	0.16072	-0.97866	0.13407	0.4142
FR1 Z	0.036541	0.095635	0.024901	-0.47773	-0.85476	-0.20287	0.13407	0.4142
FR2 X	0.064465	0.067895	0.012762	0.50346	-0.85744	-0.10644	0.27943	0.35933
FR2 Y	0.064465	0.067895	0.012762	0.040453	0.14644	-0.98839	0.27943	0.35933
FR2 Z	0.064465	0.067895	0.012762	-0.86307	-0.49331	-0.10841	0.27943	0.35933
FR3 X	0.030083	0.084431	0.058764	0.60072	-0.66365	0.44577	0.093362	0.32344
FR3 Y	0.030083	0.084431	0.058764	0.68548	0.14063	-0.71438	0.093362	0.32344
FR3 Z	0.030083	0.084431	0.058764	-0.4114	-0.7347	-0.5394	0.093362	0.32344
FR4 X	0.055112	0.073377	0.042521	-0.62869	0.7772	0.026716	0.19147	0.31687
FR4 Y	0.055112	0.073377	0.042521	-0.20335	-0.19746	0.95899	0.19147	0.31687
FR4 Z	0.055112	0.073377	0.042521	-0.7506	-0.59748	-0.28218	0.19147	0.31687
FR5 X	0.018202	0.061526	0.085876	-0.18546	0.84865	-0.49538	0.051962	0.23069
FR5 Y	0.018202	0.061526	0.085876	-0.96074	-0.050726	0.27278	0.051962	0.23069
FR5 Z	0.018202	0.061526	0.085876	-0.20637	-0.52652	-0.82474	0.051962	0.23069
FR6 X	0.051284	0.055952	0.070765	0.47621	-0.87187	0.1143	0.15567	0.22769
FR6 Y	0.051284	0.055952	0.070765	0.54542	0.19091	-0.81613	0.15567	0.22769
FR6 Z	0.051284	0.055952	0.070765	-0.68974	-0.45099	-0.56645	0.15567	0.22769
FR7 X	0.071228	0.044633	0.039983	-0.4017	0.90313	0.15162	0.2698	0.22581
FR7 Y	0.071228	0.044633	0.039983	-0.12379	-0.2176	0.96816	0.2698	0.22581
FR7 Z	0.071228	0.044633	0.039983	-0.90737	-0.37014	-0.1992	0.2698	0.22581
PR1 X	0.038675	0.032158	0.092835	-0.28933	0.93966	-0.18254	0.10767	0.14242
PR1 Y	0.038675	0.032158	0.092835	-0.81531	-0.14199	0.56134	0.10767	0.14242
PR1 Z	0.038675	0.032158	0.092835	-0.50155	-0.31124	-0.8072	0.10767	0.14242
PR2 X	0.066544	0.023518	0.068994	0.30409	-0.95229	-0.025968	0.21361	0.12719
PR2 Y	0.066544	0.023518	0.068994	0.52281	0.18961	-0.83109	0.21361	0.12719
PR2 Z	0.066544	0.023518	0.068994	-0.79636	-0.23915	-0.55553	0.21361	0.12719
PR3 X	0.023929	0.0061612	0.10639	0.10418	-0.97354	0.20337	0.063506	0.063755
PR3 Y	0.023929	0.0061612	0.10639	0.96607	0.05046	-0.25332	0.063506	0.063755
PR3 Z	0.023929	0.0061612	0.10639	-0.23636	-0.22286	-0.94576	0.063506	0.063755
PR4 X	0.055228	-0.0021561	0.091879	-0.23648	0.97163	-0.004465	0.15358	0.040593
PR4 Y	0.055228	-0.0021561	0.091879	-0.72965	-0.17454	0.66117	0.15358	0.040593
PR4 Z	0.055228	-0.0021561	0.091879	-0.64163	-0.15961	-0.75022	0.15358	0.040593
PR5 X	0.079191	-0.0086526	0.064753	0.231	-0.9639	-0.13245	0.25143	0.017241
PR5 Y	0.079191	-0.0086526	0.064753	0.42464	0.22236	-0.87763	0.25143	0.017241
PR5 Z	0.079191	-0.0086526	0.064753	-0.8754	-0.14649	-0.46067	0.25143	0.017241
PR6 X	0.032343	-0.031573	0.10219	-0.035754	-0.95215	-0.30354	0.085249	-0.034676
PR6 Y	0.032343	-0.031573	0.10219	0.94024	0.070867	-0.33305	0.085249	-0.034676
PR6 Z	0.032343	-0.031573	0.10219	-0.33862	0.29731	-0.89272	0.085249	-0.034676
PR7 X	0.06049	-0.037794	0.082798	0.069029	0.9557	0.28615	0.17252	-0.061482
PR7 Y	0.06049	-0.037794	0.082798	-0.76534	-0.13326	0.62969	0.17252	-0.061482
PR7 Z	0.06049	-0.037794	0.082798	-0.63992	0.26247	-0.72223	0.17252	-0.061482
PR8 X	0.08026	-0.041153	0.055031	-0.22131	-0.91545	-0.33612	0.25836	-0.086637
PR8 Y	0.08026	-0.041153	0.055031	0.38733	0.2338	-0.8918	0.25836	-0.086637
PR8 Z	0.08026	-0.041153	0.055031	-0.89499	0.32755	-0.30284	0.25836	-0.086637
PR9 X	0.032937	-0.064303	0.086272	-0.16163	-0.79104	-0.59003	0.0921	-0.13046
PR9 Y	0.032937	-0.064303	0.086272	0.94747	0.042828	-0.31696	0.0921	-0.13046
PR9 Z	0.032937	-0.064303	0.086272	-0.276	0.61026	-0.74256	0.0921	-0.13046
OR1 X	0.059445	-0.067517	0.058671	0.47142	0.68596	0.55427	0.18694	-0.16475
OR1 Y	0.059445	-0.067517	0.058671	-0.62152	-0.18748	0.76063	0.18694	-0.16475
OR1 Z	0.059445	-0.067517	0.058671	-0.62568	0.70307	-0.33796	0.18694	-0.16475
OR2 X	0.07512	-0.056266	0.024977	0.49144	0.82801	0.26998	0.29672	-0.17852
OR2 Y	0.07512	-0.056266	0.024977	-0.09178	-0.25903	0.9615	0.29672	-0.17852
OR2 Z	0.07512	-0.056266	0.024977	-0.86606	0.49729	0.0513	0.29672	-0.17852
OR3 X	0.031258	-0.086734	0.056885	-0.3488	-0.50607	-0.78881	0.099354	-0.22774
OR3 Y	0.031258	-0.086734	0.056885	0.89003	0.084787	-0.44796	0.099354	-0.22774
OR3 Z	0.031258	-0.086734	0.056885	-0.29358	0.85831	-0.42084	0.099354	-0.22774
OR4 X	0.052981	-0.083109	0.026113	0.63979	0.62382	0.44891	0.20018	-0.27317
OR4 Y	0.052981	-0.083109	0.026113	-0.43503	-0.18756	0.88066	0.20018	-0.27317
OR4 Z	0.052981	-0.083109	0.026113	-0.63357	0.75873	-0.15138	0.20018	-0.27317
OR5 X	0.065554	-0.068831	-0.0063732	-0.59741	-0.79492	-0.10581	0.32083	-0.29884
OR5 Y	0.065554	-0.068831	-0.0063732	-0.077008	0.18819	-0.97911	0.32083	-0.29884
OR5 Z	0.065554	-0.068831	-0.0063732	-0.79823	0.57678	0.17364	0.32083	-0.29884
OR6 X	0.022473	-0.098498	0.022745	0.54679	0.17033	0.81976	0.087267	-0.33166
OR6 Y	0.022473	-0.098498	0.022745	-0.81808	-0.099729	0.56639	0.087267	-0.33166
OR6 Z	0.022473	-0.098498	0.022745	-0.17823	0.98033	-0.084814	0.087267	-0.33166
OR8 X	0.037527	-0.091983	-0.0074226	0.90705	0.41489	0.071591	0.1775	-0.39404
OR8 Y	0.037527	-0.091983	-0.0074226	0.004916	-0.18046	0.98357	0.1775	-0.39404
OR8 Z	0.037527	-0.091983	-0.0074226	-0.421	0.89179	0.16573	0.1775	-0.39404
TR1 X	0.078642	0.035457	0.0054038	0.34281	-0.92671	-0.15394	0.3957	0.23296
TR1 Y	0.078642	0.035457	0.0054038	-0.027857	0.15377	-0.98771	0.3957	0.23296
TR1 Z	0.078642	0.035457	0.0054038	-0.93899	-0.34289	-0.026897	0.3957	0.23296
TR2 X	0.082868	0.013301	0.035665	-0.23029	0.9575	0.17367	0.32969	0.10242
TR2 Y	0.082868	0.013301	0.035665	-0.15417	-0.21211	0.96501	0.32969	0.10242
TR2 Z	0.082868	0.013301	0.035665	-0.96083	-0.19546	-0.19646	0.32969	0.10242
TR3 X	0.089057	0.00061091	0.0014156	0.12528	-0.98251	-0.13774	0.45	0.049397
TR3 Y	0.089057	0.00061091	0.0014156	0.027484	0.14221	-0.98945	0.45	0.049397
TR3 Z	0.089057	0.00061091	0.0014156	-0.99174	-0.12018	-0.044821	0.45	0.049397
TR4 X	0.086027	-0.021607	0.028842	0.057473	0.96324	0.26241	0.34511	-0.042627
TR4 Y	0.086027	-0.021607	0.028842	-0.012867	-0.26211	0.96495	0.34511	-0.042627
TR4 Z	0.086027	-0.021607	0.028842	-0.99826	0.058835	0.00267	0.34511	-0.042627
TR5 X	0.081581	-0.036149	-0.0044839	-0.33235	-0.93255	-0.14107	0.42647	-0.14421
TR5 Y	0.081581	-0.036149	-0.0044839	-0.033913	0.16129	-0.98632	0.42647	-0.14421
TR5 Z	0.081581	-0.036149	-0.0044839	-0.94255	0.32302	0.085231	0.42647	-0.14421
FC1 X	-1.3246e-05	0.10374	0.032309	0.010408	0.21847	-0.97579	-4.2543e-05	0.41925
FC1 Y	-1.3246e-05	0.10374	0.032309	-0.99995	0.0019734	-0.010224	-4.2543e-05	0.41925
FC1 Z	-1.3246e-05	0.10374	0.032309	0.000308	-0.97584	-0.21848	-4.2543e-05	0.41925
FC2 X	-6.9974e-05	0.086975	0.066364	0.001758	0.60346	-0.79739	-0.00021157	0.31838
FC2 Y	-6.9974e-05	0.086975	0.066364	-1	0.00046443	-0.0018532	-0.00021157	0.31838
FC2 Z	-6.9974e-05	0.086975	0.066364	0.000748	-0.79739	-0.60346	-0.00021157	0.31838
PC1 X	2.547e-06	0.033606	0.10257	0.00081	0.94715	-0.3208	2.2082e-05	0.14232
PC1 Y	2.547e-06	0.033606	0.10257	-1	0.00049386	-0.0010668	2.2082e-05	0.14232
PC1 Z	2.547e-06	0.033606	0.10257	0.000852	-0.3208	-0.94715	2.2082e-05	0.14232
PC2 X	8.508e-06	-0.018463	0.11009	-3.3e-05	0.99621	0.087009	2.2332e-05	0.00015423
PC2 Y	8.508e-06	-0.018463	0.11009	-1	-3.8443e-05	6.0886e-05	2.2332e-05	0.00015423
PC2 Z	8.508e-06	-0.018463	0.11009	-6.4e-05	0.087009	-0.99621	2.2332e-05	0.00015423
PC3 X	-2.1039e-05	-0.05311	0.099569	-3.8e-05	0.87338	0.48704	-4.7449e-05	-0.092829
PC3 Y	-2.1039e-05	-0.05311	0.099569	-1	0.00030676	-0.00062813	-4.7449e-05	-0.092829
PC3 Z	-2.1039e-05	-0.05311	0.099569	0.000698	0.48704	-0.87338	-4.7449e-05	-0.092829
OC1 X	-6.546e-06	-0.078795	0.07665	0.000371	0.6136	0.78962	-3.8632e-05	-0.18158
OC1 Y	-6.546e-06	-0.078795	0.07665	-1	-0.00055408	0.00090041	-3.8632e-05	-0.18158
OC1 Z	-6.546e-06	-0.078795	0.07665	-0.00099	0.78962	-0.6136	-3.8632e-05	-0.18158
OC2 X	9.526e-06	-0.094715	0.046273	0.000153	0.29356	0.95594	3.1705e-05	-0.27335
OC2 Y	9.526e-06	-0.094715	0.046273	-1	-6.7887e-05	0.0001809	3.1705e-05	-0.27335
OC2 Z	9.526e-06	-0.094715	0.046273	-0.000118	0.95594	-0.29356	3.1705e-05	-0.27335
OC3 X	1.591e-06	-0.098797	-0.0052668	0.019939	-0.15352	0.98794	-2.0111e-05	-0.4225
OC3 Y	1.591e-06	-0.098797	-0.0052668	-0.9998	-0.0039817	0.01956	-2.0111e-05	-0.4225
OC3 Z	1.591e-06	-0.098797	-0.0052668	-0.000931	0.98814	0.15357	-2.0111e-05	-0.4225
